,created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
983,Fri Jun 18 19:08:38 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Governments, the World Health Organisation and NGOs around the world asked Pfizer to ensure that science will win, by letting go of saying that they own the life-saving vaccine recipe. Pfizer has responded by saying that they also own the words “science will win” (not kidding ™️) https://t.co/b9mn56vpuz",0.7,0.7,en,105,67,BELLYLAUGHTER2,65,160,None,,benphillips76,
984,Fri Jun 18 19:08:39 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@IsraelMFA Israel is a brutal nazi-like entity.... it sent EXPIRED vaccines to Palestinians to further worsen the covid19 pandemic. Israel could have sent the vaccines to Palestinians it occupies OR ppl who need them in Africa or Asia. But instead, it let the vaccines expire. 
#Thisisisrael https://t.co/n2OpwpAhXO",-0.4375,0.75,en,22,18,mayo4u,1444,1962,None,,"itranslate123
IsraelMFA",
985,Fri Jun 18 19:08:44 +0000 2021,"<a href=""http://www.twitpane.com"" rel=""nofollow"">TwitPane for Android</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/MBBXzCwqqZ https://t.co/TI0vK8DQLw,0.0,0.0,en,138,93,ryanfromohio,891,1518,False,,shawajason,South Clintonville
986,Fri Jun 18 19:08:45 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Lab Leak, Masks, and Vaccines with Dr. Ashish Jha 

@ashishkjha #COVID19

WATCH: https://t.co/ccyGRMOhKA https://t.co/Ve7G9muID5",0.0,0.0,en,9,4,ashishkjha,220589,564,False,COVID19,"davidpakmanshow
ashishkjha","Providence, RI"
987,Fri Jun 18 19:08:50 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.1590909090909091,0.6136363636363636,en,3,3,MapenaKatiso,6105,5993,None,coronavirus,SABCNews,South Africa
988,Fri Jun 18 19:08:53 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2/ Despite promises made at #G7 most of the world, especially Africa, won't get #COVID19 #vaccines until 2022-23.
Meanwhile, Africa's economy is collapsing &amp; countries are losing 20 years of development. The @IMF has loaned Europe the equivalent of $2300/person for...
MORE https://t.co/ZkTcL4OSyz",0.3333333333333333,0.6666666666666666,en,127,87,luciabrawley,2305,1976,None,"G7
COVID19
vaccines",Laurie_Garrett,
989,Fri Jun 18 19:08:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Africa is 'in the midst of full-blown third wave' of coronavirus""  https://t.co/8KyR690jP7",0.0,0.0,en,0,0,DrNitinPandya,1,7,False,,,
990,Fri Jun 18 19:08:56 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MSM Admits COVID Timeline False, Myocarditis Is A Serious Risk &amp; Johns Hopkins Doc Calls Out CDC https://t.co/q2LLVj3MFK #TheDailyWrapUp #COVID19 #Vaccines #Myocarditis #CDCLies",-0.3666666666666667,0.6333333333333333,en,105,65,HealthRadix,90,547,None,,YoureAllDunces,United States
991,Fri Jun 18 19:09:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",0.3333333333333333,0.7314814814814815,en,71,36,BangtanOurStars,267,227,None,COVID19,"CDCgov
US_FDA",
992,Fri Jun 18 19:09:10 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,322,157,mumslenansle,148,476,None,,globalhlthtwit,"Plymouth, England"
993,Fri Jun 18 19:09:19 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Are you bringing your 7th grader in for #BacktoSchool vaccines? Just a reminder that #COVID19 vaccine is available for kids age 12 and older too. #TakeYourShotToStopCOVID19 https://t.co/PL0z1dkR5I,0.2833333333333333,0.3666666666666667,en,5,5,ClarkCountySch,36872,1227,None,"BacktoSchool
COVID19",SNHDinfo,"Clark County, Las Vegas, NV"
994,Fri Jun 18 19:09:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.1590909090909091,0.6136363636363636,en,6,4,sosospay,16458,14907,None,coronavirus,SABCNews,Eastern Cape
995,Fri Jun 18 19:09:54 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.23645833333333335,0.3375,en,911,508,damendah,242,560,None,COVID19,Winnie_Byanyima,Nairobi
996,Fri Jun 18 19:10:05 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@JoeABCNews Why don’t some ppl understand that we are in a much worse position than last year? 

COVID19 is evolving and we don’t want it to mutate to the point where vaccines don’t work - that’s where it’s heading #DeltaVariant 

#maskup #keepyourdistance #washyourhands #gettested",-0.2,0.3333333333333333,en,10,1,Tglatin,859,1596,None,,"JessOreilly1997
JoeABCNews",
997,Fri Jun 18 19:10:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","*taps mic* 
🗣The Delta (India) and Beta (South Africa) coronavirus variants have been detected in Senegal!

1. Wear your mask
2. Practice physical distancing wherever possible
3. Get vaccinated as soon as you can.

We need more vaccine doses ASAP.",0.16666666666666666,0.5476190476190476,en,4,3,maria_kfz,183,822,None,,Astricella,"Toronto, Ontario"
998,Fri Jun 18 19:10:08 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.1590909090909091,0.6136363636363636,en,6,5,SipheMB,60,987,None,coronavirus,SABCNews,"Port Elizabeth, South Africa"
999,Fri Jun 18 19:10:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.1590909090909091,0.6136363636363636,en,6,6,Shersinghzn,854,1192,None,coronavirus,SABCNews,"Durban, South Africa"
1000,Fri Jun 18 19:11:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Conflicting views on #Delta covid and vaccine protection.The reassuring line, oft quoted, is that 2 jabs + 2 weeks… https://t.co/QV1fL9t5Mh",0.0,0.0,en,0,0,DavidAb10822584,160,343,False,Delta,,"North Carolina, USA"
1001,Fri Jun 18 19:11:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",18 June 2022 latest number of #COVID19 statistics in South Africa #CoronaVirusSA                              https://t.co/ofDKjzuAOf,0.5,0.9,en,29,29,ZukoMndayi1,9,383,None,"COVID19
CoronaVirusSA",HealthZA,
1002,Fri Jun 18 19:11:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Excited to be racing at @roadamerica this weekend. Come on another drive with me to #VaccinEquity &amp; #GoGiveOne to get vaccines to everyone, everywhere. Let's help vaccinate the world against #COVID19 https://t.co/Rg6ZOXLW97 @IndyCar @WHOFoundation @WHO https://t.co/HtrVKKviSQ",0.375,0.75,en,417,23,neckthai,4564,1271,None,"VaccinEquity
GoGiveOne","RGrosjean
roadamerica",More than likely a racetrack
1003,Fri Jun 18 19:11:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight the corona pandemic.

The 1st delivery, consisting of 100,000 vaccines, was transfered to the PA friday afternoon through Bitunia crossing.
https://t.co/7M3lWWr1J9",0.5,0.5,en,431,178,IsraelinSF,7436,189,None,COVID19,IsraelMFA,"San Francisco, CA, USA"
1004,Fri Jun 18 19:11:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Capa… https://t.co/DKoo7SLgtK",-0.75,1.0,en,0,0,PuneUpdater,88,0,None,,,
1005,Fri Jun 18 19:11:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 391,27… https://t.co/RTq60ijdgX",-0.75,1.0,en,0,0,PuneUpdater,88,0,None,,,
1006,Fri Jun 18 19:11:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1036,1,… https://t.co/YgcTlYcwmY",-0.75,1.0,en,0,0,PuneUpdater,88,0,None,,,
1007,Fri Jun 18 19:11:45 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The timely delivery of #COVID19 vaccines is crucial. 

I welcome today’s decision by the Belgian Court of First Instance ordering #AstraZeneca to urgently deliver 50 million doses to 🇪🇺, as follows: 15 million doses by 26 July, 20 million by 23 August, 15 million by 27 September.",0.35000000000000003,0.7444444444444445,en,223,92,joacopereyra87,177,4983,None,COVID19,SKyriakidesEU,
1008,Fri Jun 18 19:11:51 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Morondra #modi is happily tweeting away his festival greetings to people, while 500 farmers have died protesting hi… https://t.co/xfVnz9do2u",0.8,1.0,en,0,0,oldsoul152,4,120,None,modi,,Washington DC
1009,Fri Jun 18 19:11:56 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ewu! So you guys really did retrench everyone in your art department??? 🥺,0.2,0.2,en,0,0,MsCassandraGud,7553,1028,None,,,2196
1010,Fri Jun 18 19:12:01 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,323,158,APHPaterson,344,999,None,,globalhlthtwit,"Stroud, UK"
1011,Fri Jun 18 19:12:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Shouting out this for months...
#CpG1018 is the only non-pandemic Adjuvant supplying China, India and Europe for pr… https://t.co/k5OJsa7FlU",0.0,1.0,en,0,0,DudeBiotech,133,401,None,CpG1018,,DYOR! NO Advice! Read more!
1012,Fri Jun 18 19:12:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",0.09375,0.28125,en,137,79,JeffNC9,1456,179,None,COVID19,CDCgov,"Syracuse, NY"
1013,Fri Jun 18 19:12:24 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",".@UNTHSC @TarrantCountyTX @FortWorthISD are working together to help families, students access #COVID19 vaccines
https://t.co/rBPfURsDX9",0.0,0.0,en,1,2,FortWorthISD,26318,613,None,COVID19,"dianeasmith1
UNTHSC
TarrantCountyTX
FortWorthISD","Fort Worth, Texas"
1014,Fri Jun 18 19:12:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","For most of the world's inhabitants, the pandemic is not over.",0.5,0.5,en,21,2,kiki_la_bulla,75,296,None,,giorgiogilestro,sud[d]ista di adozione
1015,Fri Jun 18 19:12:31 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,141,94,Gurihirufan7,19,85,False,,shawajason,"White House, TN"
1016,Fri Jun 18 19:12:52 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",It is precisely because people HAVE done their research that these findings are coming to light. They’ve been censo… https://t.co/63lc5bP8CU,0.4,0.75,en,0,0,Rainbowandsteel,3473,387,None,,,
1017,Fri Jun 18 19:12:52 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Governments, the World Health Organisation and NGOs around the world asked Pfizer to ensure that science will win, by letting go of saying that they own the life-saving vaccine recipe. Pfizer has responded by saying that they also own the words “science will win” (not kidding ™️) https://t.co/b9mn56vpuz",0.7,0.7,en,105,68,LHumeSastre,208,376,None,,benphillips76,
1018,Fri Jun 18 19:12:54 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","New COVID-19 Vaccines May Reach Out to T Cells, Not Just B Cells

#COVID19 vaccine developers could exploit newly discovered #SARSCoV2 proteins and create vaccines that activate T cells. Learn more: https://t.co/eKZS0QcIGP https://t.co/hLtmxiF0yJ",0.25757575757575757,0.4696969696969697,en,7,5,angryhacademic,1618,3286,None,COVID19,GENbio,my mind
1019,Fri Jun 18 19:13:03 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@POTUS That’s great but we need to do more! Vaccines alone won’t stop the spread of #Covid19! We need a multi-prong… https://t.co/4tJEPWCtxt,0.790625,0.625,en,0,0,LongCovidNYC,366,696,False,Covid19,POTUS,
1020,Fri Jun 18 19:13:13 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",What we saw unfolding in india has now begun ravaging Uganda. And this will continue until vaccines are equitably available! I am struggling to make sense of the world these days. We learned a lot with India’s 2nd wave - those lessons should be broadly applicable. @IndiaCOVIDSOS https://t.co/w750DIQBqG,0.1875,0.23750000000000002,en,88,38,lekshmidhar,88,363,None,,PrakashLab,"Basel, Switzerland"
1021,Fri Jun 18 19:13:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,141,96,the5hine,425,176,False,,shawajason, 
1022,Fri Jun 18 19:13:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Which African country especially sub-Saharan has received adequate doses of #COVID19 vaccines? Have you bothered to establish why? Don't try to pass as very knowledgeable on these matters. Please be modest. @jane_aceng @DianaAtwine @ainbyoo @lindahNabusayi,0.12666666666666665,0.5066666666666666,en,12,2,JobMatua,1221,731,None,COVID19,OfwonoOpondo,Uganda Africa(East Africa)
1023,Fri Jun 18 19:13:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@AIPAC Will aipac tell the world that Israel has SOLD EXPIRED vaccines to Palestinians, which could have been disastrous to Palestinians, making the covid19 crisis far worse, leading to more Palestinian deaths? #ThisisIsrael. https://t.co/WTPn9XMSvs",-0.125,0.725,en,25,27,nvfqsh,38,263,None,,"itranslate123
AIPAC", Malaysia
1024,Fri Jun 18 19:13:35 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I encourage you to learn about COVID19 vaccines and address the fears and questions you have with this life saving tool. #VacunateYa,0.0,0.0,en,0,0,bonill07,1425,1819,None,VacunateYa,,United States
1025,Fri Jun 18 19:13:35 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","11) But is it just a SinoVac issue though? Unclear, in a Calgary 🇨🇦 hospital, or the 6 #DeltaVariant infected healthcare workers, 5 were fully vaccinated with 2 doses of mRNA vaccines too. That sparked infection across different units of the hospital. Delta is a problem.",0.0,0.6,en,100,58,fermin771009,1958,4736,None,DeltaVariant,DrEricDing,"Guadalajara, Mexico"
1026,Fri Jun 18 19:13:38 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Follow the science..not F a u c i https://t.co/oaO21R8RwD,0.0,0.0,en,0,0,Alaskacryptogi1,6705,7330,False,,,"Alaska, USA"
1027,Fri Jun 18 19:13:50 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","As a father, you lead by example — set the right one for your family by finding a #COVID19 vaccine near you at https://t.co/WDBSkWT2fC. #WeCanDoThis https://t.co/mnHiFD6uk1",0.19285714285714284,0.46785714285714286,en,0,1,youthdotgov,938,455,None,COVID19,ACFHHS,"Washington, DC"
1028,Fri Jun 18 19:13:51 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@StevenW69808657 @stopthistyranny @energy_therapy @ArchieHicoxGB @HowarthSibling @Peston @afneil @itvnews @GOVUK If… https://t.co/MCNgDAgMOP,0.0,0.0,en,0,0,HCimiez,90,91,None,,"StevenW69808657
stopthistyranny
energy_therapy
ArchieHicoxGB
HowarthSibling
Peston
afneil
itvnews
GOVUK",
1029,Fri Jun 18 19:13:52 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.1590909090909091,0.6136363636363636,en,8,7,Makambas,76484,1489,None,coronavirus,SABCNews,"Johannesburg, South Africa"
1030,Fri Jun 18 19:13:53 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.1590909090909091,0.6136363636363636,en,8,8,HerbertHamilton,1102,2497,None,coronavirus,SABCNews,"Barberton, Mpumalanga"
1031,Fri Jun 18 19:14:02 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,324,159,SuePlatt2,81,420,None,,globalhlthtwit,
1032,Fri Jun 18 19:14:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","🔊 A new collaboration between the @RockefellerFdn and @IFC_org will help lift whole communities out of energy poverty with #cleanenergy solutions. The collaboration will prioritize countries in Sub-Saharan Africa, where 70% of households are unelectrified.",0.16818181818181818,0.42727272727272725,en,11,2,daisyserem,264,279,None,,"pierremejlak
RockefellerFdn
IFC_org",
1033,Fri Jun 18 19:14:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","I hope it's true that the PA will return almost expired vaccines to Israel.
Why would the PA help Israel by buying these vaccines? Israel has the duty to provide COVID19 vaccine to occupied Palestinians. https://t.co/X9dNTLNWlg",0.35,0.65,en,3,2,MxRevenge1,3691,3743,None,,steketeh,Cape Town 
1034,Fri Jun 18 19:14:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bring back digital vibes!

WHAT ARE WE BEING SUBJECTED TO 😭",0.0,0.0,en,0,0,mfazomnyama_,106567,5620,None,,,"eMsinga, South Africa"
1035,Fri Jun 18 19:14:24 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#FridayVaccineFacts: what is #BringingSummerBack?

Bring Summer Back is a fun, flexible, community-centered approach to providing safe and effective COVID-19 vaccines to those 12+ in NC. 

Learn more at https://t.co/CB9eQr5aVp https://t.co/k4XUcmgKpY",0.38,0.4,en,2,3,NC_Governor,171035,18,None,"FridayVaccineFacts
BringingSummerBack",ncdhhs,"North Carolina, USA"
1036,Fri Jun 18 19:14:36 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Lab Leak, Masks, and Vaccines with Dr. Ashish Jha 

@ashishkjha #COVID19

WATCH: https://t.co/ccyGRMOhKA https://t.co/Ve7G9muID5",0.0,0.0,en,13,5,IndySpiritus,253,680,False,COVID19,"davidpakmanshow
ashishkjha","LA County, USA"
1037,Fri Jun 18 19:14:38 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","This is happening now. We knew this was coming and have had months to scale up production. 

It's very difficult not to see lack of urgency in producing vaccines as profit over lives that could be saved. It's callous, cruel even, and will have profound inter-generational impact.",-0.5222222222222223,1.0,en,3,2,Allatsea4,1897,1717,None,,SivaThambisetty,"London, England"
1038,Fri Jun 18 19:14:59 +0000 2021,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",Check out this article from @biospace. Data from a recent study shows that vaccines developed by @pfizer and… https://t.co/0RtsKY1JEX,0.05,0.275,en,0,0,THREADresearch,476,819,False,,"biospace
pfizer","Orange County, CA"
1039,Fri Jun 18 19:15:00 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",#COVID19 | Recovery rate now stands at 96% and India is witnessing a downward trend in active cases: Health Ministr… https://t.co/pERkq92HHb,-0.13333333333333333,0.6,en,0,0,JagranEnglish,11432,37,False,COVID19,,"New Delhi, India"
1040,Fri Jun 18 19:15:01 +0000 2021,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>","#COVID19 | Recovery rate now stands at 96% and India is witnessing a downward trend in active cases: Health Ministry 

https://t.co/57WPudsu9r",-0.13333333333333333,0.6,en,0,1,viralvideovlogs,6856,4582,None,COVID19,JagranEnglish,കേരളം
1041,Fri Jun 18 19:15:04 +0000 2021,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","AstraZeneca claims victory over EU in vaccine deliveries case, but will be fined for late supplies 

The EU has los… https://t.co/bUlKCQqKW0",-0.3,0.6,en,0,0,CityAM,68667,794,False,,,"London, England"
1042,Fri Jun 18 19:15:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@robinmonotti2 @RiseOfTheProles BTW🤔🤔Covid19 deaths are super inflated by a rigged PCR test! Using a survival rate of the Covid19 virus of 99.97% the death by vaccines comparison is infinitely higher -try ~1 million times more likely to die by the Covid19 shot than the “actual” virus!! 😳😳😳😳😳😳😳😳😳😳😳 https://t.co/oocr6CtzQZ,0.2333333333333333,0.5533333333333333,en,3,4,mark_himmer,1264,1593,None,,"GebauerKen
robinmonotti2
RiseOfTheProles","Minnesota, USA"
1043,Fri Jun 18 19:15:14 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,760,251,Texasdem1,1911,4999,None,"WeCanDoThis
COVID19",CDCDirector,"Texas, USA"
1044,Fri Jun 18 19:15:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","We are pleased to share with you the Adapted Africa Joint Continental Strategy for #COVID19 Pandemic which can be downloaded from the @AfricaCDC website and all its SM platforms.
Download 👉🏼 https://t.co/asOs0KAQiN
#AfricaResponds #NewPublicHealthOrder #ContinentalStrategy",0.5,1.0,en,10,8,KalkidanCD,41,155,None,COVID19,AfricaCDC,Democratic Republic of Congo
1045,Fri Jun 18 19:15:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",.@GovWhitmer announces state will open to full capacity on June 22. More than nine million vaccines administered as new COVID cases fall to one-year low. Read more in a recent update at https://t.co/lAVrdaGV47 and find #COVID19 news in Michigan at https://t.co/niRBexCYOy. https://t.co/lkqgfScVUK,0.21233766233766233,0.43636363636363634,en,416,129,jlypio35,375,503,None,,"migovernment
GovWhitmer","Detroit, MI"
1046,Fri Jun 18 19:15:28 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.23645833333333335,0.3375,en,913,509,Kimwinner4,127,446,None,COVID19,Winnie_Byanyima, Kenya 
1047,Fri Jun 18 19:15:32 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",How Many Lives are Expendable for a 100% Boost in #VaccineRevenue? https://t.co/IV0vjWFHcP #COVID19 #COVID #Pfizer… https://t.co/ryQMYSobNw,0.5,0.5,en,0,0,idreamquest,360,384,False,"VaccineRevenue
COVID19
COVID
Pfizer",,
1048,Fri Jun 18 19:15:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",You guys need to go to tender for graphic design. A young R20M contract for 6 months.,0.05,0.4,en,0,0,MarogaKR,1375,2100,None,,,South Africa
1049,Fri Jun 18 19:15:37 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","👇👇👇

""People are free to believe that #COVID19 is a hoax, and to argue that vaccines are a plot...but there is no constitutional right to put other people’s health at risk. As such, there are places where you should not work unless you are vaccinated.""

https://t.co/xiVWoCtRfP",0.14017857142857143,0.5526785714285715,en,198,43,AntiQuackPhD,205,695,None,COVID19,NathanStall,
